상품번호,상품명,주성분
A000000255244,[총200ml/대용량] 라운드랩 자작나무 수분 크림 80ml+80ml 더블 기획 (+40ml),"정제수, 글리세린, 아이소노닐아이소노나노에이트, 아이소도데케인, 1,2-헥산다이올, 펜틸렌글라이콜, 폴리데센, 자작나무수액(10,000ppm), 호호바에스터, 판테놀, 글리세릴글루코사이드, 아라비아고무나무검, 하이드롤라이즈드오크라추출물, 소듐하이알루로네이트, 하이알루로닉애씨드, 화이트루핀씨추출물, 드럼스틱씨추출물, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 아이비고드열매추출물, 알로에베라꽃추출물, 가지열매추출물, 홀리바질잎추출물, 참산호말추출물, 울금뿌리추출물, 아스코빅애씨드, 펜타에리스리틸테트라에틸헥사노에이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 에틸헥실글리세린, 아가, 다이포타슘글리시리제이트, 글리세릴카프릴레이트, 부틸렌글라이콜, 다이소듐이디티에이"
A000000202893,[수분충전/쿨링진정] 에스네이처 아쿠아 오아시스 수분 젤크림 90ml 기획 (+카밍패드 2매),"젤크림 : 정제수, 글리세린, 부틸렌글라이콜, 1,2-헥산다이올, 블루아가베잎추출물, 알란토인, 소듐하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 알지닌, 메틸트라이메티콘, 에틸헥실글리세린, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 하이드로제네이티드폴리(C6-14올레핀), 메틸다이아이소프로필프로피온아마이드, 다이메티콘/비닐다이메티콘크로스폴리머, 솔비탄아이소스테아레이트, 다이소듐이디티에이 카밍패드 : 정제수, 프로판다이올, 부틸렌글라이콜, 판테놀(30,000ppm), 다이프로필렌글라이콜, 글리세릴글루코사이드, 소듐피씨에이 베타인, 알란토인(1,500ppm), 글루코노락톤, 글리세린, 소듐하이알루로네이트, 사카라이드아이소머레이트, 보검선인장줄기추출물, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 포타슘하이알루로네이트, 탱자추출물, 다이포타슘글리시리제이트, 효모발효물, 락토바실러스발효물, 에틸헥실글리세린, 카프릴릴글라이콜, 트로메타민, 1,2-헥산다이올, 소듐파이테이트, 하이드록시아세토페논, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 피브이엠/엠에이코폴리머"
A000000231892,[수지 PICK/단독기획] 아누아 피디알엔 히알루론산 100 수분 크림 60mL 2입 기획,"정제수, 스쿠알란, 글리세린, 나이아신아마이드, 펜틸렌글라이콜, 1,2-헥산다이올, 소듐디엔에이(1,000ppm), 하이드롤라이즈드콜라겐(1,000ppm), 소듐하이알루로네이트(600ppm), 인도멀구슬나무잎추출물, 하이드롤라이즈드하이알루로닉애씨드(300ppm), 인도멀구슬나무꽃추출물, 아이비고드열매추출물, 하이알루로닉애씨드(100ppm), 알로에베라꽃추출물, 가지열매추출물, 홀리바질잎추출물, 참산호말추출물, 울금뿌리추출물, 병풀잎추출물, 다이페닐실록시페닐트라이메티콘, 피씨에이다이메티콘, 부틸렌글라이콜, 프로판다이올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 다이글리세린, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, C12-20알킬글루코사이드, 메틸프로판다이올, 에틸헥실글리세린, 아데노신, 소듐파이테이트, 아미노메틸프로판다이올, 피브이엠/엠에이코폴리머, 마데카소사이드, C12-13알케스-9, 다이메틸실란올하이알루로네이트(750ppb), 하이드롤라이즈드소듐하이알루로네이트(750ppb), 아시아티코사이드, 포타슘하이알루로네이트(500ppb), 하이드록시프로필트라이모늄하이알루로네이트(400ppb), 소듐하이알루로네이트크로스폴리머(400ppb), 소듐하이알루로네이트다이메틸실란올(250ppb), 소듐아세틸레이티드하이알루로네이트(200ppb), 베헤닐알코올, C14-22알코올, 카보머"
A000000257827,[7월 올영픽] 라로슈포제 시카플라스트 멀티 리페어 크림 100ml (+시카에센스 7.5ml),[시카플라스트 멀티 리페어 크림] 정제수 다이카프릴릴에터 판테놀 글리세린 펜틸렌글라이콜 폴리글리세릴-6다이스테아레이트 프로판다이올 세틸에스터 호호바에스터 베헤닐알코올 그린와틀꽃왁스 해바라기씨왁스 병풀잎추출물 야콘뿌리즙 솔비탄올리에이트 징크글루코네이트 마데카소사이드 세테아릴아이소노나노에이트 망가니즈글루코네이트 아이소헥사데칸 알파-글루칸올리고사카라이드 소듐하이알루로네이트 소듐스테아로일글루타메이트 아데노신 만노오스 카퍼글루코네이트 하이드록시아세토페논 하이드록시프로필스타치포스페이트 카프릴로일살리실릭애씨드 비트레오스실라발효물 시트릭애씨드 트라이소듐에틸렌다이아민다이석시네이트 락토바실러스 말토덱스트린 폴리글리세린-3 폴리글리세릴-3비즈왁스 폴리솔베이트80 아크릴아마이드/소듐아크릴로일다이메틸타우레이트코폴리머 세틸알코올 토코페롤 [시카에센스] 정제수 비피다발효용해물 판테놀 다이메티콘 베타인 글리세린 부틸렌글라이콜 펜틸렌글라이콜 아이소프로필미리스테이트 피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린 소듐하이드록사이드 만노오스 메틸다이하이드로자스모네이트 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 페녹시에탄올 하이드로제네이티드레시틴 알파-글루칸올리고사카라이드 카프릴릴글라이콜 폴리솔베이트20 마데카소사이드 스핑고모나스발효추출물 시트릭애씨드 야콘뿌리즙 소듐메틸스테아로일타우레이트 아세틸다이펩타이드-1세틸에스터 소듐벤조에이트 말토덱스트린 징크글루코네이트 망가니즈글루코네이트 소듐하이알루로네이트 엑토인 단삼뿌리추출물 살리실로일피토스핑고신 락토바실러스 트라이소듐에틸렌다이아민다이석시네이트 비사보롤
A000000232304,[대용량] 파티온 노스카나인 트러블 크림 75ml 기획(+5ml),"정제수, 글리세린, 메도우폼씨오일, 카프릴릭/카프릭트라이글리세라이드, 비닐다이메티콘, 다이글리세린, 폴리글리세릴-3다이스테아레이트, 세테아릴알코올, 1,2-헥산다이올, 펜틸렌글라이콜, 클로렐라 불가리스추출물, 소듐헤파린, 쑥잎추출물, 병풀추출물, 펜타에리스리틸테트라에틸헥사노에이트, 하이드로제네이티드쌀겨오일, 하이드로제네이티드레시틴, 세테아릴올리베이트, 소듐스테아로일글루타메이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 폴리글리세릴-2스테아레이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아이소도데케인, 하이드록시아세토페논, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 글루코오스, 솔비탄올리베이트, 글리세릴스테아레이트, 판테놀, 글리세릴스테아레이트시트레이트, 부틸렌글라이콜, 프룩토올리고사카라이드, 프룩토오스, 스테아릭애씨드, 석시닉애씨드, 다이메티콘/비닐다이메티콘크로스폴리머, 비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머, 소듐파이테이트, 솔비탄아이소스테아레이트, 폴리글리세릴-10스테아레이트, 다이프로필렌글라이콜, 세라마이드엔피, 알란토인, 베타-글루칸, 폴리글리세릴-10라우레이트, 세라마이드엔에스, 콜레스테롤, 에틸헥실글리세린, 피토스핑고신, 세라마이드에이피, 세라마이드에이에스, 스쿠알란, 세라마이드이오피, 카프릴릴/카프릴글루코사이드, 스테아릴알코올, 잔탄검"
A000000247776,"[NCT 재민PICK] 이즈앤트리 어니언 뉴페어 겔크림 플러스 50ml 기획 (+겔크림 플러스 20ml, 패드 2매)","[어니언 겔크림 플러스] 정제수, 글리세린, 카프릴릭/카프릭트라이글리세라이드, 나이아신아마이드, 프로판다이올, 1,2-헥산다이올, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 양파추출물(10,100 ppm), 부틸렌글라이콜, 세테아릴알코올, 비닐다이메티콘, 카보머, 세테아릴올리베이트, 솔비톨, 솔비탄올리베이트, 바이오사카라이드검-1, 소듐폴리아크릴로일다이메틸타우레이트, 알지닌, 소듐아스코빌포스페이트, 글루타티온, 쿼세틴, 페룰릭애씨드, 알란토인, 판테놀, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 마데카소사이드, 스쿠알란, 약모밀추출물, 사이아노코발아민, 솔비탄아이소스테아레이트, 하이드로제네이티드폴리데센, 에틸헥실글리세린, 시트릭애씨드, 하이드록시에틸셀룰로오스, 덱스트린, 다이소듐이디티에이, 소듐시트레이트, 트라이데세스-10, 치자추출물, 아데노신, 하이드로제네이티드레시틴, 폴리글리세릴-10스테아레이트, 펜틸렌글라이콜, 데실글루코사이드, 알지닌/라이신폴리펩타이드, 카프릴릴글라이콜 [어니언 패드] 정제수, 부틸렌글라이콜, 글리세린, 1, 2-헥산다이올, 나이아신아마이드, 양파추출물(843ppm), 트레할로오스, 약모밀추출물, 판테놀, 알란토인, 소듐헤파린, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 인도멀구슬나무꽃추출물, 아이비고드열매추출물, 트라넥사믹애씨드, 소듐아스코빌포스페이트, 글루코노락톤, 베타-글루칸, 하이드록시에틸셀룰로오스, 아데노신, 시트릭애씨드, 에틸헥실글리세린, 폴리솔베이트60, 다이소듐포스페이트, 소듐포스페이트"
A000000239660,피지오겔 DMT 페이셜 보습 장벽 크림 150ml 기획(+토너 50ml),"[피지오겔 DMT 페이셜 크림] 정제수, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 펜틸렌글라이콜, 코코넛야자오일, 하이드로제네이티드레시틴, 시어버터, 하이드록시에틸셀룰로오스, 스쿠알란, 카보머, 잔탄검, 소듐카보머, 세라마이드엔피 [피지오겔 DMT 에센스 인 토너] 정제수, 다이프로필렌글라이콜, 글리세린, 1,2-헥산다이올, 헥실데실에틸헥사노에이트, 펜타에리스리틸테트라에틸헥사노에이트, 변성알코올, 베타인, 사이클로펜타실록세인, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 다이메티콘, 피토스테롤, 소듐하이알루로네이트, 트라이소듐이디티에이, 세린, 소듐피씨에이, 하이드록시에틸우레아, 알지닌, 카프릴릭/카프릭트라이글리세라이드, 스쿠알란"
A000000231590,[대용량] 제로이드 인텐시브 크림 80ml 기획 (+50ml),"정제수, 프로판다이올, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 식물성스쿠알란, 세테아릴알코올, 폴리글리세릴-10다이스테아레이트, 글리 세릴스테아레이트, 스테아릭애씨드, 다이메티콘, 1,2-헥산다이올, 미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이, 피토스테롤, 토코페릴 아세테이트, 카놀라오일, 올리브오일, 세틸팔미테이트, 솔비탄팔미테이트, 솔비탄올리베이트, 비사보롤, 메틸카프로오일타이로지네이트, 잔탄검, 소듐하이 알루로네이트, 카보머, 알지닌, 카프릴릴글라이콜"
A000000246297,[광채/기미] 코페르 큐리페어 멜라크림 21ml 기획(+4ml),"정제수, 글리세린, 하이드로제네이티드폴리데센, 네오펜틸글라이콜다이카프레이트, 메틸프로판다이올, 세틸피이지/피피지-10/1다이메티콘, 나이아신아마이드, 사이클로펜타실록세인, 1,2-헥산다이올, 다이메티콘, 트라이하이드록시스테아린, 사이클로헥사실록세인, 시어버터, 솔비탄세스퀴올리에이트, 실리카, 소듐클로라이드, 마트리카리아꽃추출물, 인동덩굴꽃추출물, 병풀추출물, 호장근뿌리추출물, 황금추출물, 녹차추출물, 스페인감초뿌리추출물, 로즈마리잎추출물, 유럽밤나무씨추출물, 뽕나무잎추출물, 에스에이치-올리고펩타이드-1, 에스에이치-올리고펩타이드-2, 에스에이치-폴리펩타이드-1, 에스에이치-폴리펩타이드-3, 에스에이치-폴리펩타이드-9, 에스에이치-폴리펩타이드-16, 에스에이치-폴리펩타이드-62, 에스에이치-폴리펩타이드-11, 에스에이치-폴리펩타이드-22, 에스에이치-폴리펩타이드-60, 에틸헥실글리세린, 편백수, 티타늄디옥사이드, 트라이에톡시카프릴릴실레인, 알루미늄하이드록사이드, 부틸렌글라이콜, 카프릴릴글라이콜, 스타아니스추출물, 아데노신, 다이소듐이디티에이, 라벤더오일, 리날룰"
A000000224581,[7월올영픽/쿨링진정크림] 빌리프 아쿠아밤 프로즌 크림 50ml 1+1 기획 (+손거울 증정),"[본품/증정 동일 - 프로즌 크림] 정제수, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 1,2-헥산다이올, 베타인, 베헤닐알코올, 판테놀, 유칼립투스잎추출물*+, 폴스애플민트잎추출물*, 로즈힙열매추출물*, 레몬밤꽃/잎/줄기수*, 타임잎추출물*, 로즈마리잎수*, 비터오렌지꽃오일+, 토탄추출물+, 양버들껍질/싹/잎/잔가지추출물+, 프렌치로즈꽃추출물+, 흰서양송로추출물+, 자일리톨, 에리스리톨, 소듐하이알루로네이트, 카페인, 카퍼트라이펩타이드-1, 글라이신, 베타-글루칸, 나이아신아마이드, 글리세릴폴리메타크릴레이트, 트라이에틸헥사노인, 카보머, 다이메티콘, 다이실록세인, 트로메타민, 글리세린, 프로필렌글라이콜, 스테아릴다이메티콘, 락토바실러스/콩발효추출물, C30-45알킬다이메티콘, 토코페릴아세테이트, 효모/감자추출물발효여과물, 효모/보리씨발효여과물, 트라이소듐이디티에이, 말라카이트추출물, 메틸다이아이소프로필프로피온아마이드, 오렌지껍질오일**, 라임전초오일**, 센티드제라늄꽃오일**, 로즈마리잎오일**, 리모넨, 시트로넬올, 제라니올, 시트랄, 리날룰 *표시: belif original formula +표시: 빌리프 프로 프로즌 콤플렉스 **표시: 식물 유래 향 [증정 - 프로즌 토너] 정제수, 글리세린, 프로판다이올, 부틸렌글라이콜, 변성알코올, C12-15알킬벤조에이트, 1,2-헥산다이올, 판테놀, 자일리톨, 글루코노락톤, 소듐하이알루로네이트, 레몬밤꽃/잎/줄기수*, 로즈마리잎수*, 나이아신아마이드, 유칼립투스잎추출물*+, 폴스애플민트잎추출물*, 로즈힙열매추출물*, 타임잎추출물*, 토탄추출물+, 양버들껍질/싹/잎/잔가지추출물+, 프렌치로즈꽃추출물+, 흰서양송로추출물+, 비터오렌지꽃오일+, 카퍼트라이펩타이드-1, 폴리글리세릴-10스테아레이트, 폴리글리세릴-10올리에이트, 카프릴릭/카프릭트라이글리세라이드, 말라카이트추출물, 소듐시트레이트, 시트릭애씨드, 바이오사카라이드검-1, 카페인, 펜틸렌글라이콜, 에리스리톨, 에틸헥실글리세린, 글라이신, 메틸다이아이소프로필프로피온아마이드, 로즈마리잎오일**, 오렌지껍질오일**, 라임전초오일**, 센티드제라늄꽃오일**, 리모넨, 시트로넬올, 제라니올, 시트랄, 리날룰 *표시: belif original formula +표시: 빌리프 프로 프로즌 콤플렉스 **표시: 식물 유래 향 [증정 - 프로즌 세럼] 정제수, 변성알코올, 스테아릴헵타노에이트, 1,2-헥산다이올, 다이프로필렌글라이콜, 트레할로오스, 다이메티콘, 유칼립투스잎추출물*, 폴스애플민트잎추출물*, 로즈힙열매추출물*, 레몬밤꽃/잎/줄기수*, 로즈마리잎수*, 타임잎추출물*, 하이드롤라이즈드하이알루로닉애씨드(0.01%), 하이알루로닉애씨드(0.001%), 하이드롤라이즈드소듐하이알루로네이트(0.001%), 소듐하이알루로네이트(0.01%), 하이드록시프로필트라이모늄하이알루로네이트(0.001%), 소듐하이알루로네이트크로스폴리머(0.000001%), 소듐아세틸레이티드하이알루로네이트(0.001%), 카페인, 판테놀, 폴리글리세릴-10스테아레이트, C14-22알코올, 폴리글리세릴-10올리에이트, 카보머, 소듐폴리아크릴레이트스타치, C12-20알킬글루코사이드, 말라카이트추출물, 포타슘하이드록사이드, 다이소듐이디티에이, 나이아신아마이드, 베타인, 소듐글루코네이트, 펜틸렌글라이콜, 에틸헥실글리세린, 카프릴릴글라이콜, 아세틸헥사펩타이드-8, 로즈마리잎오일+, 라임전초오일+, 센티드제라늄꽃오일+, 오렌지껍질오일+, 리모넨, 시트로넬올, 제라니올, 시트랄, 리날룰 *표시: belif original formula +표시: 빌리프 프로 프로즌 콤플렉스 **표시: 식물 유래 향"
A000000258294,토리든 다이브인 저분자 히알루론산 수딩 크림 100ml 2입 기획,"정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 하이드로제네이티드다이데센, 카프릴릭/카프릭트라이글리세라이드, 판테놀, 소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드(500ppm), 알란토인, 엑토인, 감초추출물, 트레할로오스, 버지니아풍년화추출물, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 피브이엠/엠에이코폴리머, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 2,3-부탄다이올, 세테아릴알코올, C14-22알코올, C12-20알킬글루코사이드, 펜틸렌글라이콜, 솔비탄아이소스테아레이트, 카프릴릴메티콘, 클레리추출물, 라벤더꽃추출물, 히아신스전초추출물, 마트리카리아꽃추출물, 수레국화꽃추출물, 보리지추출물, 다이소듐이디티에이, 카보머, 트로메타민, 잔탄검, 글루타티온, 말라카이트추출물, 글루코닉애씨드, 에틸헥실글리세린"
A000000224727,[수분진정/단독기획] 메이크프렘 인테카 수딩크림 70ml 기획(+크림 31ml),"정제수, 프로판다이올, 글리세린, 글리세릴글루코사이드, 1,2-헥산다이올, 카프릴릭/카프릭트라이 글리세라이드, 하이드로제네이티드폴리데센, 나이아신아마이드, 부틸렌글라이콜, 솔비톨, 세테아릴올리베이트, 비닐다이메티콘, 솔비탄올리베이트, 카보머, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 해바라기씨오일, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트, 다이프로필렌글라이콜, 글리세릴스테아레이트에스이, 하이드로제네이티드레시틴, 트로메타민, 에틸헥실글리세린, 아데노신, 다이소듐이디티에이, 에톡시다이글라이콜"
A000000134691,바이오더마 시카비오 포마드 100ml(리페어 리치 밤),"정제수, 글리세린, 미네랄오일, 카프릴릭/카프릭트라이글리세라이드, 프룩토올리고사카라이드, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 프로판다이올, 자일리톨, 징크스테아레이트, 소듐시트레이트, 부틸렌글라이콜, 카프릴로일글라이신, 카퍼설페이트, 소듐하이드록사이드, 소듐하이알루로네이트, 징크설페이트, 포도덩굴추출물, 라우레스-3, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 라미나리아 오크롤레우카추출물, 하이드록시에틸셀룰로오스, 아세틸다이펩타이드-1세틸에스터, 만니톨, 람노오스, 포타슘솔베이트 (0.003%)"
A000000250472,[7월 올영픽] 에스트라 에이시카365 리페어 크림 pH4.5 60ml  (+크림 20ml+마스크 2매),"정제수, 글리세린, 부틸렌글라이콜, 에틸헥실스테아레이트, 나이아신아마이드, 1,2-헥산다이올, 다이메티콘, 다이에톡시에틸석시네이트, 글루코노락톤, 세테아릴올리베이트, 폴리아크릴레이트크로스폴리머-6, 판테놀, 폴리글리세릴-10베헤네이트/에이코사디오에이트, 폴리메틸실세스퀴옥세인, 솔비탄올리베이트, 하이드로제네이티드레시틴, 트로메타민, 세테아릴알코올, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 소듐폴리아크릴로일다이메틸타우레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 에틸헥실글리세린, 잔탄검, 세테아릴글루코사이드, 소듐글루코네이트, 아시아티코사이드, 솔비탄아이소스테아레이트, 마데카식애씨드, 아시아틱애씨드, 소듐하이알루로네이트, 3-O-에틸아스코빅애씨드, 징크피씨에이, 글리세릴카프릴레이트, 마데카소사이드, 소듐트라이메타포스페이트, 헥사펩타이드-9"
A000000211213,[수분보습폭탄] 빌리프X바나나킥 모이스춰라이징 밤 30ml 1+1 기획 (+키링파우치) / 아쿠아 밤 30ml 기획,"[모이스처라이징 밤-본품/증정] 정제수, 글리세린, 사이클로헥사실록세인, 하이드로제네이티드폴리데센, 다이프로필렌글라이콜, 마카다미아씨오일, 1,2-헥산다이올, 트라이에틸헥사노인, 비스-피이지-18메틸에터다이메틸실레인, 스테아릴알코올, 글리세릴스테아레이트, 피이지-40스테아레이트, 펜타에리스리틸테트라에틸헥사노에이트, 컴프리잎추출물, 귀리커넬추출물*, 포트마리골드꽃추출물*, 개박하추출물*, 라즈베리잎추출물*, 와일드인디고뿌리추출물*, 별꽃추출물*, 레이디스맨틀잎추출물+, 삼색제비꽃추출물+, 다마스크장미꽃추출물+, 메도우스위트꽃추출물+, 마시멜로뿌리추출물+, 아이브라이트추출물, 서양측백나무잎추출물, 서양톱풀꽃추출물, 붉은토끼풀꽃추출물, 조름나물잎추출물, 흰버드나무껍질추출물, 탱자추출물, 띠뿌리추출물, C14-22알코올, 스쿠알란, 시어버터, 아라키딜글루코사이드, 세라마이드엔피, 콜레스테롤, 카프릴릴글라이콜, 아세틸헥사펩타이드-8, 토코페롤, 판테놀, 하이드록시에틸피페라진에탄설포닉애씨드, 우레아, 효모발효여과물, 겨우살이추출물, 글라이코실트레할로오스, 락토바실러스/콩발효추출물, 스테아릭애씨드, 트로메타민, 피이지-100스테아레이트, 세테아릴올리베이트, 팔미틱애씨드, 솔비탄올리베이트, 하이드로제네이티드레시틴, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 다이메티콘/비닐다이메티콘크로스폴리머, 카보머, 하이드로제네이티드스타치하이드롤리세이트, 잔탄검, 트라이소듐이디티에이, 세테아릴알코올, 부틸렌글라이콜, 다이메티콘, 솔비탄스테아레이트, 오렌지껍질오일**, 라임전초오일**, 로즈마리잎오일**, 센티드제라늄꽃오일**, 리모넨, 시트로넬올, 제라니올, 시트랄, 리날룰 [아쿠아 밤-본품/증정] 정제수, 다이프로필렌글라이콜, 글리세린, 메틸트라이메티콘, 변성알코올, 다이메티콘, 사이클로펜타실록세인, 1,2-헥산다이올, 카프릴릭/카프릭트라이글리세라이드, 피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린, 펜타에리스리틸테트라에틸헥사노에이트, 귀리커넬추출물*, 포트마리골드꽃추출물*, 개박하추출물*, 라즈베리잎추출물*, 와일드인디고뿌리추출물*, 별꽃추출물*+, 레이디스맨틀잎추출물+, 쇠뜨기잎추출물+, 쐐기풀잎추출물+, 소듐하이알루로네이트, 나이아신아마이드, 폴리메틸실세스퀴옥세인, 판테놀, 피이지-150, 펜타에리스리틸테트라아이소스테아레이트, 페닐트라이메티콘, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 카보머, 트로메타민, 스쿠알란, 피이지-40하이드로제네이티드캐스터오일, 다이메티콘올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, C14-22알코올, 폴리솔베이트60, 부틸렌글라이콜, 마카다미아씨오일, 말라카이트추출물, 트라이에틸헥사노인, 트라이소듐이디티에이, 아라키딜글루코사이드, 시어버터, 하이드로제네이티드레시틴, 솔비탄아이소스테아레이트, 글리세릴스테아레이트, 스테아릭애씨드, 세라마이드엔피, 콜레스테롤, 피이지-100스테아레이트, 로즈마리잎오일**, 라임전초오일**, 센티드제라늄꽃오일**, 오렌지껍질오일**, 시트랄, 시트로넬올, 리모넨, 제라니올, 리날룰"
A000000222882,[1+1] 한율 트러블 진정 쑥시카 수분 크림 기획 (55ml+55ml),"정제수, 글리세린, 부틸렌글라이콜, 다이카프릴릴에터, 황해쑥잎수(35,724ppm), 메틸트라이메티콘, 나이아신아마이드, 비스-하이드록시에톡시프로필다이 메티콘, 1,2-헥산다이올, C14-22알코올, 세틸에틸헥사노에이트, 판테놀(5,000 ppm), 글리세릴스테아레이트시트레이트, 하이드로제네이티드폴리(C6-14 올레핀), 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코 폴리머, 스테아릭애씨드, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 글리세릴폴리메타크릴레이트, 글리세릴스테아레이트, 폴리메틸실세스퀴옥세인, 팔미틱애씨드, 아라키딜알코올, C12-20알킬글루코사이드, 향료, 글리세릴카프 릴레이트, 베헤닐알코올, 2,3-부탄다이올, 아라키딜글루코사이드, 에틸헥실글리 세린, 다이소듐이디티에이, 솔비탄아이소스테아레이트, 프로판다이올, 레시틴, 락토바실러스발효물, 글루코오스, 토코페롤, 이눌린라우릴카바메이트, 황해쑥 잎추출물(10 ppm), 병풀꽃/잎/줄기추출물"
A000000213409,[색소침착 진정크림] 덱스판테놀17만ppm 장벽크림,"정제수, 덱스판테놀(170,000ppm), 글리세린, 해바라기씨오일, 세테아릴올리베이트, 세테아릴알코올, 솔비탄올리베이트, 판토락톤, 토코페롤, 식물성오일, 알란토인, 글리세릴스테아레이트, 아데노신, 바닐라열매오일, 라반딘오일, 고수열매오일, 필리핀오렌지껍질오일, 소두구씨오일, 광곽향오일, 트로메타민, 트라이에틸시트레이트, 다이포타슘글리시리제이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 하이드록시아세토페논, 비닐다이메티콘, 1,2-헥산다이올"
A000000256048,[NEW] 토리든 다이브인 저분자 히알루론산 수딩 크림 100ml 더블 기획 (크림 20ml+세럼 20ml),"정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 하이드로제네이티드다이데센, 카프릴릭/카프릭트라이글리세라이드, 판테놀, 소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드(500ppm), 알란토인, 엑토인, 감초추출물, 트레할로오스, 버지니아풍년화추출물, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 피브이엠/엠에이코폴리머, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 2,3-부탄다이올, 세테아릴알코올, C14-22알코올, C12-20알킬글루코사이드, 펜틸렌글라이콜, 솔비탄아이소스테아레이트, 카프릴릴메티콘, 클레리추출물, 라벤더꽃추출물, 히아신스전초추출물, 마트리카리아꽃추출물, 수레국화꽃추출물, 보리지추출물, 다이소듐이디티에이, 카보머, 트로메타민, 잔탄검, 글루타티온, 말라카이트추출물, 글루코닉애씨드, 에틸헥실글리세린"
